pc_1;pc_2;pc_3;pc_4;pc_5;pc_6;pc_7;pc_8;pc_9;name;formula;acting in self-defence;acting on anger;action consequence;action timing;action type;age;chapter;final effect on offender;number of previous offences;offence avenged;offence impact;offence type;offence weight;offender status;page;previous offence;reaction effect;reaction force;restraint exercised;restraint rationale;restraint type;revenge timing;target match;id
0.8371762694885744;0.04961355222139823;-0.10611999826407253;-0.17269352339072616;0.19954055164844373;0.23125281306828102;-0.07477727179059417;0.2978404089866479;-0.09632867341108457;Grettir ignores Bjǫrn’s bear boast;lét sem vita;0.0;0.0;1.0;;0.0;3.0;21.0;10.0;0.07692307692307693;1.0;3.0;2.0;2.0;2.0;83.8;;0.0;0.0;1.0;10.0;7.0;5.0;;evernote:///view/2147483647/s94/18e4b6c9-8bf7-453a-a97f-1842c4c1d609/18e4b6c9-8bf7-453a-a97f-1842c4c1d609/
0.356888346614399;-0.15728829421995968;0.20822986551275802;-0.12711292692389436;-0.04365240466076544;-0.12746907260918225;-0.28711150306467;0.0752896351557712;-0.03774972239171444;Grettir ignores Bjǫrn’s cloak provocation;self-control;0.0;0.0;1.0;;5.0;3.0;21.0;10.0;0.23076923076923078;1.0;3.0;3.0;3.0;2.0;84.3;evernote:///view/2147483647/s94/18e4b6c9-8bf7-453a-a97f-1842c4c1d609/18e4b6c9-8bf7-453a-a97f-1842c4c1d609/;0.0;1.0;1.0;10.0;4.0;5.0;;evernote:///view/2147483647/s94/ccd790b2-b585-4d0e-8cc1-219015b546ab/ccd790b2-b585-4d0e-8cc1-219015b546ab/
0.8410988397385503;-0.09936635119161696;0.04546568936595404;0.010779775481203936;0.005758446405157824;0.3010864337120839;0.07140858427662498;0.1320489601959281;-0.07612439349599294;Grettir ignores Bjǫrn’s bear provocation;self-control;0.0;0.0;1.0;;0.0;3.0;21.0;10.0;0.38461538461538464;1.0;3.0;3.0;3.0;2.0;84.5;evernote:///view/2147483647/s94/ccd790b2-b585-4d0e-8cc1-219015b546ab/ccd790b2-b585-4d0e-8cc1-219015b546ab/;0.0;0.0;1.0;10.0;7.0;5.0;;evernote:///view/2147483647/s94/902ecf4d-5c1d-44ab-8ec5-9b20fcf72802/902ecf4d-5c1d-44ab-8ec5-9b20fcf72802/
-0.0820386966719917;0.47813665224928215;0.6132525293678229;0.41379670583445133;-0.10928107498514392;-0.07424228247728598;-0.07651332153898631;-0.1191208293091842;0.17719134360581687;Grettir’s barbed verse on Bjǫrn;temper management;0.0;1.0;1.0;2.0;6.0;3.0;21.0;10.0;0.5384615384615384;1.0;3.0;2.0;4.0;2.0;85.1;evernote:///view/2147483647/s94/902ecf4d-5c1d-44ab-8ec5-9b20fcf72802/902ecf4d-5c1d-44ab-8ec5-9b20fcf72802/;0.0;2.0;1.0;9.0;4.0;5.0;1.0;evernote:///view/2147483647/s94/7cbb0cd6-c8fe-494e-8daf-c86b45d20aa6/7cbb0cd6-c8fe-494e-8daf-c86b45d20aa6/
0.7825181690540963;-0.13161556155027454;0.1282238471496143;0.06843564979851238;-0.3338371688698354;0.26544536327366686;0.24635613030126646;0.013252321245821493;0.08157174496637327;Bjǫrn’s dismissal of Grettir’s verse;temper management;0.0;0.0;1.0;;0.0;3.0;21.0;10.0;0.6923076923076923;1.0;3.0;2.0;4.0;2.0;85.3;evernote:///view/2147483647/s94/7cbb0cd6-c8fe-494e-8daf-c86b45d20aa6/7cbb0cd6-c8fe-494e-8daf-c86b45d20aa6/;0.0;0.0;1.0;9.0;6.0;5.0;;evernote:///view/2147483647/s94/8728baa0-3b47-4dfc-8f4d-046931d54934/8728baa0-3b47-4dfc-8f4d-046931d54934/
0.35253571086328356;-0.26044404401637394;0.3955903929844574;0.0730980266459168;-0.48816069677031754;-0.08674925585169296;0.05149264519117093;-0.018017155764953628;0.09137104022253051;Bjǫrn’s ‘challenge’ to Grettir;temper management;0.0;0.0;1.0;;5.0;3.0;21.0;10.0;0.8461538461538461;1.0;3.0;3.0;4.0;2.0;85.5;evernote:///view/2147483647/s94/8728baa0-3b47-4dfc-8f4d-046931d54934/8728baa0-3b47-4dfc-8f4d-046931d54934/;0.0;1.0;1.0;9.0;4.0;5.0;;evernote:///view/2147483647/s94/b658c774-18e2-4d89-8035-66969ae23eba/b658c774-18e2-4d89-8035-66969ae23eba/
0.5307844653668284;-0.25290675679503255;0.29280841047986206;0.1338508847414569;-0.6353063071693382;0.06974354001164319;0.29382714967421114;0.12378806651429658;0.218200248837142;Grettir gives Bjǫrn an ominous grin;X glotti að/við;0.0;0.0;1.0;;1.0;3.0;21.0;10.0;1.0;1.0;3.0;2.0;4.0;2.0;85.7;evernote:///view/2147483647/s94/b658c774-18e2-4d89-8035-66969ae23eba/b658c774-18e2-4d89-8035-66969ae23eba/;0.0;1.0;1.0;9.0;3.0;3.0;;evernote:///view/2147483647/s94/2d5220b1-959d-4d75-90bd-bfef9048b78d/2d5220b1-959d-4d75-90bd-bfef9048b78d/
0.8225130767595127;-0.0545430302861985;-0.07656374850021308;-0.08649079509300578;0.24517260427706586;0.3019466421980848;-0.11172920035535742;0.06054474195297354;-0.1414940097601896;Grettir ignores Oddr’s horse prodding;lét sem sjá;0.0;0.0;1.0;;0.0;4.0;29.0;7.0;0.0;1.0;3.0;3.0;3.0;2.0;96.5;0;0.0;0.0;1.0;10.0;7.0;2.0;;evernote:///view/2147483647/s94/71002a5a-ed25-4e4d-b9d3-1986e52046f7/71002a5a-ed25-4e4d-b9d3-1986e52046f7/
-0.7469984013636747;-0.813906835733412;-0.05574496979241766;0.032686360600058056;0.3604301197972479;-0.32583091326105906;0.18590591273973336;0.15713785686350526;-0.21495562625070233;Grettir jabs back at Oddr (horse-fight episode);temper management;1.0;0.0;2.0;0.0;7.0;4.0;29.0;7.0;0.15384615384615385;1.0;3.0;5.0;3.0;2.0;96.7;evernote:///view/2147483647/s94/71002a5a-ed25-4e4d-b9d3-1986e52046f7/71002a5a-ed25-4e4d-b9d3-1986e52046f7/;5.0;4.0;1.0;5.0;2.0;0.0;1.0;evernote:///view/2147483647/s94/f3520478-c33b-4e6e-b9cf-dcaa3b95b365/f3520478-c33b-4e6e-b9cf-dcaa3b95b365/
0.5982118160997199;0.49645604977631375;-1.0472537848460717;-0.22215056825180712;-0.04002902518291501;-0.2859995887824579;0.32105185266775554;-0.055284744086228174;-0.01784219545155173;Grettir annoyed that fight with Mel people stopped;þykkja illa;0.0;0.0;1.0;;0.0;4.0;30.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;98.2;0;0.0;0.0;1.0;2.0;6.0;6.0;;evernote:///view/2147483647/s94/6d1616de-75c7-405f-911a-cbd6d88f657e/6d1616de-75c7-405f-911a-cbd6d88f657e/
-0.22564250196728342;1.0204621353868417;-0.2895538453522246;0.18026037004130016;0.12828368651941205;-0.2707073113047226;0.08149947131270285;-0.2034760772239023;0.10758355133561413;Grettir angry for not invited to join Barði’s expedition;X varð reiður;0.0;1.0;1.0;0.0;6.0;4.0;31.0;0.0;0.0;0.0;2.0;0.0;3.0;2.0;98.9;0;0.0;2.0;1.0;1.0;6.0;6.0;;evernote:///view/2147483647/s94/0a66f199-743c-4f76-a9f9-a903a2bbb3d1/0a66f199-743c-4f76-a9f9-a903a2bbb3d1/
-0.0732365240815298;0.7144373044585313;0.0715212960205185;0.3232166504655944;0.0984508654894046;-0.3141042675902893;-0.1730397174774117;-0.19481488135904382;0.05556499996995675;Grettir tries to provoke Barði;temper management;0.0;1.0;1.0;0.0;6.0;4.0;31.0;0.0;0.15384615384615385;0.0;2.0;2.0;3.0;2.0;99.5;evernote:///view/2147483647/s94/0a66f199-743c-4f76-a9f9-a903a2bbb3d1/0a66f199-743c-4f76-a9f9-a903a2bbb3d1/;0.0;1.0;1.0;7.0;4.0;6.0;1.0;evernote:///view/2147483647/s94/aaccb2ba-3635-4139-81fc-bee06c2166f8/aaccb2ba-3635-4139-81fc-bee06c2166f8/
0.5571078825028319;0.25005115743754514;-0.7043519022297613;-0.018195955043543578;-0.13291457163605155;0.012827597886043263;0.32136035446864664;0.17617714656745317;-0.03872191915143548;Grettir annoyed by Barði’s prediction;þykkja illa;0.0;0.0;1.0;;0.0;4.0;31.0;0.0;0.3076923076923077;0.0;2.0;2.0;2.0;2.0;99.7;evernote:///view/2147483647/s94/0a66f199-743c-4f76-a9f9-a903a2bbb3d1/0a66f199-743c-4f76-a9f9-a903a2bbb3d1/;0.0;0.0;1.0;2.0;6.0;6.0;;evernote:///view/2147483647/s94/9a6edc6c-4fd7-4783-bee7-23c1ff67d504/9a6edc6c-4fd7-4783-bee7-23c1ff67d504/
0.8375900861545392;-0.05449712237488208;-0.011940681525010604;-0.10240573304497988;0.10958141461221114;0.30210358536412923;-0.037232394746724615;-0.12191813413339503;-0.05348825986326023;Grettir ignores Þorbjǫrn the Traveller 1;no-reaction;0.0;0.0;1.0;;0.0;5.0;37.0;10.0;0.07692307692307693;1.0;3.0;2.0;4.0;2.0;109.2;;0.0;0.0;1.0;10.0;7.0;3.0;;evernote:///view/2147483647/s94/08ef5a4c-0f93-40f7-8292-3475ae2cfc47/08ef5a4c-0f93-40f7-8292-3475ae2cfc47/
0.8450243913461543;-0.07242645073704945;0.036871093621456234;-0.06349750481529602;0.01381575146344792;0.3017595019697289;0.03602271910606833;-0.0933164468362132;-0.027340413357581556;Grettir ignores Þorbjǫrn the Traveller 2;gefa sér ekki/fátt;0.0;0.0;1.0;;0.0;5.0;37.0;10.0;0.23076923076923078;1.0;3.0;2.0;4.0;2.0;109.3;evernote:///view/2147483647/s94/08ef5a4c-0f93-40f7-8292-3475ae2cfc47/08ef5a4c-0f93-40f7-8292-3475ae2cfc47/;0.0;0.0;1.0;10.0;7.0;3.0;;evernote:///view/2147483647/s94/92185793-1c39-48cb-9893-a2fb0d5eab68/92185793-1c39-48cb-9893-a2fb0d5eab68/
0.30708897890411707;-0.12497324858893617;0.18730635709379578;-0.10470545980462156;-0.2600585678927676;-0.11414264276600476;-0.1223646318841721;-0.08854093438086788;0.06954829039329052;Grettir warns Þorbjǫrn the Traveller;temper management;0.0;0.0;1.0;;5.0;5.0;37.0;10.0;0.38461538461538464;1.0;3.0;2.0;4.0;2.0;109.4;evernote:///view/2147483647/s94/92185793-1c39-48cb-9893-a2fb0d5eab68/92185793-1c39-48cb-9893-a2fb0d5eab68/;0.0;1.0;1.0;8.0;4.0;3.0;;evernote:///view/2147483647/s94/dc73d868-516c-486c-b4fc-98ab5142be3e/dc73d868-516c-486c-b4fc-98ab5142be3e/
0.3145232840957321;-0.1429025769511036;0.23611813224026262;-0.0657972315749377;-0.3558242310415308;-0.11448672616040513;-0.04910951803137919;-0.05993924708368604;0.09569613689896918;Grettir's verse warning to Þorbjǫrn the Traveller;temper management;0.0;0.0;1.0;;5.0;5.0;37.0;10.0;0.5384615384615384;1.0;3.0;2.0;4.0;2.0;109.6;evernote:///view/2147483647/s94/dc73d868-516c-486c-b4fc-98ab5142be3e/dc73d868-516c-486c-b4fc-98ab5142be3e/;0.0;1.0;1.0;8.0;4.0;3.0;;evernote:///view/2147483647/s94/47ee58d1-d833-41ea-a23c-3363426ae221/47ee58d1-d833-41ea-a23c-3363426ae221/
-0.7140511278834121;-0.3082511864086649;0.4951925823877692;-0.4463962624159543;-0.5212574708272801;-0.2812648235974443;0.40203059134998986;-0.004152809518203501;-0.3688260890035657;Grettir kills Þorbjǫrn the Traveller;temper management;0.0;0.0;5.0;;8.0;5.0;37.0;10.0;0.6923076923076923;1.0;3.0;2.0;4.0;2.0;109.8;evernote:///view/2147483647/s94/47ee58d1-d833-41ea-a23c-3363426ae221/47ee58d1-d833-41ea-a23c-3363426ae221/;7.0;5.0;1.0;6.0;1.0;2.0;;evernote:///view/2147483647/s94/f17725d6-a267-4d72-a441-19512c646f0c/f17725d6-a267-4d72-a441-19512c646f0c/
-0.7878950673755906;0.4856217732683282;0.31093164922901656;0.022152045201656423;0.199875055006269;0.03630041652028544;-0.039338827625466005;-0.264014016210578;-0.03026969935938778;Grettir furious with the evil boy in Trondheim;verða skapfátt;0.0;1.0;4.0;1.0;7.0;6.0;39.0;5.0;0.0;1.0;3.0;3.0;4.0;1.0;112.8;0;4.0;3.0;1.0;4.0;2.0;1.0;1.0;evernote:///view/2147483647/s94/4998309f-f0d7-45fd-995b-0c896fee9b59/4998309f-f0d7-45fd-995b-0c896fee9b59/
-0.2807651421990538;-0.9129268406168798;0.040853484731588674;0.22919738085688196;0.4559706654435732;-0.21188797474636617;0.05147186516059876;0.0040410042115489805;0.049927635604025515;Grettir vs Þorgeirr;temper management;1.0;0.0;1.0;0.0;4.0;7.0;50.0;3.0;0.07692307692307693;0.0;3.0;5.0;4.0;2.0;127.7;1;2.0;4.0;1.0;9.0;2.0;6.0;1.0;evernote:///view/2147483647/s94/33f4b6b6-85f6-4e4d-9a87-1b565bc8190b/33f4b6b6-85f6-4e4d-9a87-1b565bc8190b/
-1.3208112581224545;-0.8575406113543997;-0.6547435679483923;0.0232122601139989;-0.021552542138268682;0.23221185526927834;-0.2079217754982929;-0.08476734591086432;0.1802812314777555;Grettir reacts violently in self-defence (Ísafjǫrðr farmers);bregða við;1.0;0.0;1.0;0.0;7.0;7.0;52.0;5.0;0.0;1.0;3.0;5.0;4.0;1.0;130.2;0;4.0;4.0;0.0;0.0;0.0;0.0;;evernote:///view/2147483647/s94/43a09698-ae4a-466b-b5aa-b98efdde73fa/43a09698-ae4a-466b-b5aa-b98efdde73fa/
0.7145238094466562;-0.2800145050909295;0.004401830274514985;0.05838750050000823;0.29623212608253313;0.5490892583112033;-0.007447850547989562;-0.2103103063295583;-0.04748156733415117;Grettir's greatest feat of temper;temper management;0.0;0.0;1.0;;0.0;7.0;52.0;0.0;0.15384615384615385;0.0;3.0;6.0;4.0;1.0;131.5;evernote:///view/2147483647/s94/43a09698-ae4a-466b-b5aa-b98efdde73fa/43a09698-ae4a-466b-b5aa-b98efdde73fa/;0.0;0.0;1.0;9.0;7.0;6.0;;evernote:///view/2147483647/s94/3fe8813e-8ac1-4a9c-ba41-255f00ec989e/3fe8813e-8ac1-4a9c-ba41-255f00ec989e/
-0.8177855818647638;0.867267075360963;0.13308187860416185;-0.338040758900242;0.28214840358469756;-0.22137454698797904;-8.913642182318826E-4;0.6327606740633173;0.05179137035936994;Grettir furious with farmers over stolen sheep;gera mjög hermt;0.0;1.0;1.0;0.0;7.0;8.0;59.0;5.0;0.0;1.0;3.0;0.0;0.0;1.0;141.0;0;4.0;4.0;1.0;4.0;2.0;0.0;1.0;evernote:///view/2147483647/s94/3c6436bb-4956-4bd2-b1b5-22b0f75a0674/3c6436bb-4956-4bd2-b1b5-22b0f75a0674/
0.5480702429701781;-0.026525693566732993;-0.31769814602684615;-0.06719821973662297;-0.1209080431958519;-0.14015953126020134;-0.06713096054978909;-0.2640568940862902;0.023367479387700573;Grettir’s reaction to Gísli’s boast;X glotti að/við og gaf sér ekki/fátt;0.0;0.0;1.0;;1.0;8.0;59.0;6.0;0.07692307692307693;1.0;2.0;2.0;4.0;2.0;141.5;0;0.0;0.0;1.0;8.0;3.0;4.0;;evernote:///view/2147483647/s94/9fe3d7a7-a322-4c61-90f0-2c3e963fef6f/9fe3d7a7-a322-4c61-90f0-2c3e963fef6f/
0.3114401239764184;-0.10977740072631322;0.08003597130935866;-0.17604112379021772;0.08353001906599647;-0.12028218333041507;-0.3701829195211252;0.03455283566056774;-0.07386232233261429;Grettir resists Snorri goði’s son’s provocation;temper management;0.0;0.0;1.0;;5.0;8.0;68.0;0.0;0.0;0.0;3.0;3.0;3.0;2.0;156.8;0;0.0;1.0;1.0;9.0;4.0;6.0;;evernote:///view/2147483647/s94/9ac6a6c3-094b-4f1f-8af9-10601a5e1452/9ac6a6c3-094b-4f1f-8af9-10601a5e1452/
0.31887442916803344;-0.12770672908848063;0.12884774645582553;-0.13713289556053382;-0.012235644082766763;-0.12062626672481544;-0.29692780566833216;0.06315452295774955;-0.04771447582693565;Snorri goði’s son challenges Grettir;temper management;0.0;0.0;1.0;;5.0;8.0;68.0;0.0;0.15384615384615385;0.0;3.0;3.0;3.0;2.0;156.9;evernote:///view/2147483647/s94/9ac6a6c3-094b-4f1f-8af9-10601a5e1452/9ac6a6c3-094b-4f1f-8af9-10601a5e1452/;0.0;1.0;1.0;9.0;4.0;6.0;;evernote:///view/2147483647/s94/23ac17c1-1739-4cdd-bbba-b325955bbad0/23ac17c1-1739-4cdd-bbba-b325955bbad0/
-0.10162754723612426;-0.9686301523573879;0.0647979676528157;0.4685646398773415;0.3247388316997485;-0.21354740516648946;-0.013324551735002826;0.028336156137715302;0.19784137339985072;Snorri goði’s son attacks Grettir;temper management;1.0;0.0;0.0;0.0;4.0;8.0;68.0;0.0;0.3076923076923077;0.0;3.0;6.0;4.0;2.0;157.0;evernote:///view/2147483647/s94/23ac17c1-1739-4cdd-bbba-b325955bbad0/23ac17c1-1739-4cdd-bbba-b325955bbad0/;0.0;3.0;1.0;9.0;2.0;6.0;1.0;evernote:///view/2147483647/s94/00964167-c2f2-432f-91c4-7886d360ff51/00964167-c2f2-432f-91c4-7886d360ff51/
-0.15250192158740428;-0.9978008881804237;0.12611942230432255;0.45626607423457227;0.22885851123598677;-0.19042952772302396;0.10959830736800052;0.05072828275285768;0.1392839073498504;Snorri goði’s son shuns Grettir’s truce;temper management;1.0;0.0;0.0;0.0;4.0;8.0;68.0;1.0;0.46153846153846156;0.0;3.0;6.0;4.0;2.0;157.2;evernote:///view/2147483647/s94/00964167-c2f2-432f-91c4-7886d360ff51/00964167-c2f2-432f-91c4-7886d360ff51/;1.0;3.0;1.0;9.0;2.0;6.0;1.0;evernote:///view/2147483647/s94/589e02a9-432d-4e5c-99a5-86d2d1701b71/589e02a9-432d-4e5c-99a5-86d2d1701b71/
0.08924939915541408;0.19220891826426925;-0.3651683912635813;-0.3937796357314105;-0.03470304835999667;-0.29719862729322405;0.04568239552851687;-0.14906177093376466;0.23900998286279268;Glaum lets fire die out;temper management;0.0;0.0;1.0;;5.0;9.0;74.0;0.0;0.07692307692307693;0.0;2.0;1.0;3.0;1.0;165.0;1;0.0;2.0;1.0;4.0;4.0;6.0;;evernote:///view/2147483647/s94/80ef92b8-6383-4dc8-acd6-7ae999a1338f/80ef92b8-6383-4dc8-acd6-7ae999a1338f/
-0.37786393382701944;-0.13317673821034512;0.25795839350471694;-0.6662494406732178;0.11640566672216998;-0.03819613239392868;0.08800801611271801;-0.22833592311119907;-0.20065267490542824;Grettir startled by the witch;bregða við;0.0;0.0;6.0;;7.0;9.0;78.0;7.0;0.0;1.0;3.0;2.0;4.0;1.0;169.9;0;5.0;4.0;1.0;7.0;4.0;1.0;;evernote:///view/2147483647/s94/5834a08a-7e4a-42c5-bed7-57ab4b0d9aed/5834a08a-7e4a-42c5-bed7-57ab4b0d9aed/
-0.3584170380401209;0.6559661443440329;0.22923143888600295;0.2247098548687456;0.3174685800425215;0.19910590679955575;0.33589291404706045;0.10615051072163321;0.3392177916112827;Grettir spares thrall and vents rage on evil log;verða skapfátt;0.0;1.0;6.0;0.0;3.0;9.0;79.0;0.0;0.23076923076923078;0.0;3.0;2.0;3.0;1.0;171.5;evernote:///view/2147483647/s94/80ef92b8-6383-4dc8-acd6-7ae999a1338f/80ef92b8-6383-4dc8-acd6-7ae999a1338f/;0.0;6.0;1.0;4.0;5.0;6.0;0.0;evernote:///view/2147483647/s94/143ea88a-8913-4ca4-8a04-1d3d8dc62c9f/143ea88a-8913-4ca4-8a04-1d3d8dc62c9f/
